CLIENT,GUID,OBJECT_ID,PROCESS_TYPE,POSTING_DATE,DESCRIPTION,DESCR_LANGUAGE,LOGICAL_SYSTEM,CRM_RELEASE,SCENARIO,TEMPLATE_TYPE,CREATED_AT,CREATED_BY,CHANGED_AT,CHANGED_BY,HEAD_CHANGED_AT,ORDERADM_H_DUMMY,ZZAFLD000000,ZZAFLD000003,ZZPARENT_LOC_ID,ZZUNIQUE,ZZAFLD000005,ZZAFLD00000E,ZZAFLD00001H,ZZREZERV_AMACI,ZZNET_DEGER,INPUT_CHANNEL,BTX_CLASS,AUTH_SCOPE,COMP_TX_HEADER,OBJECT_TYPE,ARCHIVING_FLAG,DESCRIPTION_UC,OBJECT_ID_OK,VERIFY_DATE,CRM_CHANGED_AT,POSTPROCESS_AT
100,026FDF53DFF31EE791D602EF10DC1AB5,0000277849,Z010,6/1/2017,Pnr: UQ3LCA hk,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,095,355",4680,"20,170,601,095,759",4680,"20,170,601,095,759",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,PNR: UQ3LCA HK,X,0,"20,170,601,095,759",0
100,026FDF53DFF31EE791D616FA02847AE9,0000277850,Z010,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,095,829",4015,"20,170,601,095,829",4015,"20,170,601,095,829",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,,X,0,"20,170,601,095,829",0
100,026FDF53DFF31EE791D621F3354F3B01,0000277851,Z010,6/1/2017,Bilgi Maili,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,100,028",4680,"20,170,601,100,319",4680,"20,170,601,100,319",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,BILGI MAILI,X,0,"20,170,601,100,319",0
100,026FDF53DFF31EE791D623F1AE9E1B1A,8000161745,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,100,028",4680,"20,170,601,100,316",4680,"20,170,601,100,316",,,,0,,01,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,,,X,0,"20,170,601,100,316",0
100,026FDF53DFF31EE791D63D83ACD9BB4C,0000277852,Z010,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,100,607",4680,"20,170,601,100,607",4680,"20,170,601,100,607",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,,X,0,"20,170,601,100,607",0
100,026FDF53DFF31EE791D63EB52FFD9B4E,0000277853,Z010,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,100,626",4680,"20,170,601,100,626",4680,"20,170,601,100,626",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,,X,0,"20,170,601,100,626",0
100,026FDF53DFF31EE791D644422F26DB51,0000277854,Z010,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,100,741",4680,"20,170,601,100,741",4680,"20,170,601,100,741",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,,X,0,"20,170,601,100,741",0
100,026FDF53DFF31EE791D67825E0419BB9,0000277855,Z010,6/1/2017,Bilgi Maili,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,101,941",4680,"20,170,601,102,447",4680,"20,170,601,102,447",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,BILGI MAILI,X,0,"20,170,601,102,447",0
100,026FDF53DFF31EE791D679E9FF7C1BB9,8000161746,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,101,941",4680,"20,170,601,102,445",4680,"20,170,601,102,445",,,,0,,01,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,,,X,0,"20,170,601,102,445",0
100,026FDF53DFF31EE791D6B447F1FD9C3C,0000277856,Z010,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,103,745",4280,"20,170,601,103,745",4280,"20,170,601,103,745",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,,X,0,"20,170,601,103,745",0
100,026FDF53DFF31EE791D70315FE607D01,0000277857,Z010,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,105,039",4680,"20,170,601,105,039",4680,"20,170,601,105,039",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,,X,0,"20,170,601,105,039",0
100,026FDF53DFF31EE791D70FB2D8DB3D08,0000277858,Z010,6/1/2017,Qr kodu,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,105,333",4680,"20,170,601,105,457",4680,"20,170,601,105,457",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,QR KODU,X,0,"20,170,601,105,457",0
100,026FDF53DFF31EE791D7111EFF709D0A,8000161747,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,105,333",4680,"20,170,601,105,455",4680,"20,170,601,105,455",,,,0,,01,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,,,X,0,"20,170,601,105,455",0
100,026FDF53DFF31EE791D7209A4BB63D37,0000277860,Z010,6/1/2017,Sefer tarifeleri,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,110,039",ATEKIN,"20,170,601,110,044",ATEKIN,"20,170,601,110,044",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,SEFER TARIFELERI,X,0,"20,170,601,110,044",0
100,026FDF53DFF31EE791D721F3BD521D37,8000161749,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,110,039",ATEKIN,"20,170,609,120,800",ATEKIN,"20,170,609,120,800",,,,0,,,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,,,X,0,"20,170,609,120,800",0
100,026FDF53DFF31EE791D72389F9DBBD39,0000277863,Z010,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,111,525",4680,"20,170,601,111,528",4680,"20,170,601,111,528",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,,X,0,"20,170,601,111,528",0
100,026FDF53DFF31EE791D7258C48F81D3A,8000161750,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,111,525",4680,"20,170,601,113,832",4680,"20,170,601,113,832",,,,0,,01,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,,,X,0,"20,170,601,113,832",0
100,026FDF53DFF31EE791D729ADC7A67D3E,0000277859,Z010,6/1/2017,Bilgi Maili,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,105,948",4280,"20,170,601,110,115",4280,"20,170,601,110,115",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,BILGI MAILI,X,0,"20,170,601,110,115",0
100,026FDF53DFF31EE791D72C3B1EBE5D41,8000161748,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,105,948",4280,"20,170,601,112,206",4280,"20,170,601,112,206",,,,0,,02,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,X,,X,0,"20,170,601,112,206",0
100,026FDF53DFF31EE791D73A392C573D64,0000277861,Z010,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,110,352",4280,"20,170,601,110,352",4280,"20,170,601,110,352",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,,X,0,"20,170,601,110,352",0
100,026FDF53DFF31EE791D7651805A83DC7,0000277862,Z010,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,111,221",ATEKIN,"20,170,601,111,221",ATEKIN,"20,170,601,111,221",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,,X,0,"20,170,601,111,221",0
100,026FDF53DFF31EE791D7897F6FDABE20,0000277864,Z010,6/1/2017,Kampanya bilgileriniz ile uygulama tutmu,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,112,052",4680,"20,170,601,112,420",4680,"20,170,601,112,420",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,KAMPANYA BILGILERINIZ ILE UYGULAMA TUTMU,X,0,"20,170,601,112,420",0
100,026FDF53DFF31EE791D78B38B446DE20,8000161751,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,112,052",4680,"20,170,602,122,658",4680,"20,170,602,122,658",,,,0,,02,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,X,,X,0,"20,170,602,122,658",0
100,026FDF53DFF31EE791D7A48F8B067E57,0000277865,Z010,6/1/2017,Bilgi Maili,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,112,717",4280,"20,170,601,113,847",4280,"20,170,601,113,847",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,BILGI MAILI,X,0,"20,170,601,113,847",0
100,026FDF53DFF31EE791D7A75A60375E57,8000161752,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,112,717",4280,"20,170,601,113,834",4280,"20,170,601,113,834",,,,0,,02,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,X,,X,0,"20,170,601,113,834",0
100,026FDF53DFF31EE791D7ACC815F03E5F,0000277866,Z010,6/1/2017,Rica,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,112,901",4680,"20,170,601,112,901",4680,"20,170,601,112,901",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,RICA,X,0,"20,170,601,112,901",0
100,026FDF53DFF31EE791D7B3E289CA7E63,0000277867,Z010,6/1/2017,Rica,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,113,020",4680,"20,170,601,113,300",4680,"20,170,601,113,300",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,RICA,X,0,"20,170,601,113,300",0
100,026FDF53DFF31EE791D7B599EC5DFE8C,8000161753,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,113,020",4680,"20,170,601,113,257",4680,"20,170,601,113,257",,,,0,,01,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,,,X,0,"20,170,601,113,257",0
100,026FDF53DFF31EE791D7DD106D68BECA,0000277868,Z010,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,113,908",4280,"20,170,601,113,908",4280,"20,170,601,113,908",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,,X,0,"20,170,601,113,908",0
100,026FDF53DFF31EE791D7DF1F8ED1BECD,0000277869,Z010,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,114,006",4280,"20,170,601,114,006",4280,"20,170,601,114,006",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,,X,0,"20,170,601,114,006",0
100,026FDF53DFF31EE791D7E830CE4E7EF9,0000277870,Z010,6/1/2017,Bilgi Maili,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,114,211",4280,"20,170,601,115,028",4280,"20,170,601,115,028",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,BILGI MAILI,X,0,"20,170,601,115,028",0
100,026FDF53DFF31EE791D7EA27F138DEFA,8000161754,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,114,211",4280,"20,170,601,121,042",4280,"20,170,601,121,042",,,,0,,02,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,X,,X,0,"20,170,601,121,042",0
100,026FDF53DFF31EE791D805B927FD3F2D,0000277871,Z010,6/1/2017,Bilet,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,114,834",4680,"20,170,601,115,045",4680,"20,170,601,115,045",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,BILET,X,0,"20,170,601,115,045",0
100,026FDF53DFF31EE791D80740382C1F2F,8000161755,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,114,834",4680,"20,170,601,115,042",4680,"20,170,601,115,042",,,,0,,01,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,,,X,0,"20,170,601,115,042",0
100,026FDF53DFF31EE791D809D03B44BF30,0000277872,Z010,6/1/2017,Üyelik işlemleri,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,114,937",4015,"20,170,601,114,940",4015,"20,170,601,114,940",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,ÜYELIK IŞLEMLERI,X,0,"20,170,601,114,940",0
100,026FDF53DFF31EE791D80B7E31967F33,8000161756,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,114,937",4015,"20,170,606,095,104",4015,"20,170,606,095,104",,,,0,,01,6/6/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,,,X,0,"20,170,606,095,104",0
100,026FDF53DFF31EE791D81008C9523F4E,0000277873,Z010,6/1/2017,Tuzla seferleri,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,115,211",4015,"20,170,601,115,211",4015,"20,170,601,115,211",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,TUZLA SEFERLERI,X,0,"20,170,601,115,211",0
100,026FDF53DFF31EE791D811D77FE5DF4E,0000277874,Z010,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,120,145",4280,"20,170,601,120,145",4280,"20,170,601,120,145",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,,X,0,"20,170,601,120,145",0
100,026FDF53DFF31EE791D840D2C8F33FBE,0000277875,Z010,6/1/2017,Bilgi Maili,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,120,201",4015,"20,170,601,120,202",4015,"20,170,601,120,202",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,BILGI MAILI,X,0,"20,170,601,120,202",0
100,026FDF53DFF31EE791D843480BAC5FBE,8000161758,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,120,201",4015,"20,170,606,100,523",4015,"20,170,606,100,523",,,,0,,01,6/6/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,,,X,0,"20,170,606,100,523",0
100,026FDF53DFF31EE791D85F2F1C663FF5,0000277876,Z010,6/1/2017,436858843341 IDOMIRAL/Cevahir Uluscul,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,120,854",4680,"20,170,601,122,846",4680,"20,170,601,122,846",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,436858843341 IDOMIRAL/CEVAHIR ULUSCUL,X,0,"20,170,601,122,846",0
100,026FDF53DFF31EE791D861F1C12D7FF8,8000161759,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,120,854",4680,"20,170,601,124,809",4680,"20,170,601,124,809",,,,0,,01,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,,,X,0,"20,170,601,124,809",0

